success,timestamp,date,base,rates.AED,rates.AFN,rates.ALL,rates.AMD,rates.ANG,rates.AOA,rates.ARS,rates.AUD,rates.AWG,rates.AZN,rates.BAM,rates.BBD,rates.BDT,rates.BGN,rates.BHD,rates.BIF,rates.BMD,rates.BND,rates.BOB,rates.BRL,rates.BSD,rates.BTN,rates.BWP,rates.BYN,rates.BYR,rates.BZD,rates.CAD,rates.CDF,rates.CHF,rates.CLF,rates.CLP,rates.CNY,rates.COP,rates.CRC,rates.CUC,rates.CVE,rates.CZK,rates.DJF,rates.DKK,rates.DOP,rates.DZD,rates.EGP,rates.ERN,rates.ETB,rates.EUR,rates.FJD,rates.FKP,rates.GBP,rates.GEL,rates.GHS,rates.GIP,rates.GMD,rates.GNF,rates.GTQ,rates.GYD,rates.HKD,rates.HNL,rates.HRK,rates.HTG,rates.HUF,rates.IDR,rates.ILS,rates.INR,rates.IQD,rates.ISK,rates.JMD,rates.JOD,rates.JPY,rates.KES,rates.KGS,rates.KHR,rates.KMF,rates.KRW,rates.KWD,rates.KYD,rates.KZT,rates.LAK,rates.LBP,rates.LKR,rates.LRD,rates.LSL,rates.LYD,rates.MAD,rates.MDL,rates.MGA,rates.MKD,rates.MMK,rates.MNT,rates.MOP,rates.MRO,rates.MUR,rates.MVR,rates.MWK,rates.MXN,rates.MYR,rates.MZN,rates.NAD,rates.NGN,rates.NIO,rates.NOK,rates.NPR,rates.NZD,rates.OMR,rates.PAB,rates.PEN,rates.PGK,rates.PHP,rates.PKR,rates.PLN,rates.PYG,rates.QAR,rates.RON,rates.RSD,rates.RUB,rates.RWF,rates.SAR,rates.SBD,rates.SCR,rates.SEK,rates.SHP,rates.SLL,rates.SOS,rates.SRD,rates.SSP,rates.STD,rates.SVC,rates.SZL,rates.THB,rates.TJS,rates.TMT,rates.TND,rates.TOP,rates.TRY,rates.TTD,rates.TWD,rates.TZS,rates.UAH,rates.UGX,rates.UYU,rates.UZS,rates.VES,rates.VND,rates.VUV,rates.WST,rates.XAF,rates.XAG,rates.XAU,rates.XCD,rates.XDR,rates.XOF,rates.XPD,rates.XPF,rates.XPT,rates.YER,rates.ZAR,rates.ZMW,rates.JEP,rates.GGP,rates.IMP,rates.CNH,rates.MTL,rates.ZWL,rates.SGD,rates.USD,rates.BTC,rates.BCH,rates.ETH,rates.LTC,rates.LINK,rates.XRP,rates.XLM,rates.UNI,rates.ADA,rates.LTL,rates.LVL,rates.VEF,rates.ZMK,rates.XRH,rates.RUTH,rates.XCU,rates.ALU,rates.NI,rates.ZNC,rates.TIN,rates.LCO,rates.IRD,unit
TRUE,1629970200,26-08-2021,USD,3.674405744,86.05882164,103.5181366,490.4506974,1.792717453,636.3384776,97.48736306,1.379467404,1.80111217,1.722619796,1.662804778,2.016150258,85.27401662,1.663617801,0.37717912,1981.737697,1.00055,1.352293469,6.894983948,5.21646748,0.998741959,74.16024501,11.18253122,2.502103426,19615.68,2.013635411,1.261929351,1998.517747,0.917620956,0.028422797,784.0636523,6.48716598,3867.857955,620.6092646,1.00075,93.7468275,21.76297343,177.8009278,6.327154424,56.88712017,135.2911463,15.70508352,15.00826411,45.52486091,0.8503,2.104689571,0.723181082,0.728095,3.121584325,6.035734525,0.723072692,51.20986543,9784.641099,7.730937357,208.8802515,7.791054899,23.75155575,6.370718152,99.36291021,296.689821,14448.08346,3.226939502,74.26061627,1456.618403,126.3938821,152.6379466,0.709549933,110.2306143,109.7953006,84.72350085,4074.574968,418.9880004,1171.30504,0.301138535,0.832553935,425.6153177,9583.145477,1510.294476,199.2202432,171.9671042,14.97528616,4.521861452,8.970035936,17.6783445,3917.400342,52.44076174,1643.2157,2852.241067,8.008201039,357.1711879,42.7257146,15.48250052,811.4600717,20.33425553,4.195998798,63.78301978,14.97961843,411.1249918,35.08714659,8.818417878,118.6483215,1.439354037,0.385201656,0.998893133,4.090131548,3.552594278,50.0875682,165.4296563,3.890758741,6920.846753,3.642518215,4.194933325,99.95374063,74.06495588,1007.489067,3.752850843,8.054556083,12.90195995,8.715037431,1.378211665,10327.06501,585.4274653,21.39266316,130.3094988,20713.50449,8.740709063,14.90901401,32.74728173,11.40161122,3.500385,2.788695624,2.264389385,8.375781723,6.783287451,27.95386417,2321.13341,26.6929948,3530.184105,42.92045193,10636.52334,4138980.203,22798.84924,110.9845065,2.562582142,557.9203797,0.042259008,0.00056051,2.705225525,0.703590983,557.8407486,0.000400348,101.7666464,0.000953575,250.8449165,14.96968363,16.45011015,0.72271139,0.722819781,0.722855911,6.484483918,0.364807185,322.3119316,1.354316102,1,2.13E-05,0.001620016,0.000322198,0.005856073,0.039843067,0.892957463,2.939361407,0.038469304,0.385706576,2.954127788,0.60538601,2.14E+11,9008.570996,5.85E-05,0.00133396,3.76292465,12.25727377,1.695901364,10.85898301,0.941013195,0.043099526,0.000192471,per ounce
TRUE,1629970380,26-08-2021,USD,3.674368013,86.01496191,103.5584969,490.2693286,1.793344559,636.3384146,97.4750415,1.379016233,1.80204843,1.69917706,1.663153845,2.017016908,85.23226283,1.663719308,0.3773488,1982.034821,1.00092,1.352023223,6.898155102,5.217299454,0.998422543,74.15283328,11.18130164,2.501928338,19604.9,2.013031792,1.2615527,1997.998828,0.916656414,0.028427911,784.3855741,6.487263432,3865.96386,620.4666086,1.00037,93.77400402,21.74015216,177.7653871,6.324384248,56.88541384,135.2897344,15.71139819,15.01096497,45.5266809,0.850045,2.10307053,0.722689712,0.727945,3.122142148,6.033563636,0.722747521,51.19317368,9792.370193,7.734337439,208.8489317,7.792047176,23.75511799,6.36966395,99.42052745,296.6276265,14455.63696,3.226226799,74.23794086,1456.88055,126.4099254,152.6028686,0.709230318,110.1822747,109.8588357,84.7082575,4073.027465,418.9966675,1170.076404,0.301070134,0.832587207,425.5089978,9581.038386,1510.022805,199.2082948,171.9374204,14.97799159,4.521409483,8.97389124,17.68399829,3917.282894,52.44233365,1644.64514,2852.355103,8.005079714,357.092648,42.75212574,15.47196845,811.3870775,20.33474884,4.198275102,63.78423923,14.97265792,411.2855778,35.09135364,8.818546726,118.7028725,1.439745876,0.385097703,0.998743378,4.091726205,3.553623913,50.09649907,165.5454373,3.891374557,6922.853257,3.64176261,4.193273573,99.98271476,74.11018199,1007.579699,3.753488439,8.055361241,12.90015524,8.713412916,1.378753856,10332.02138,585.105523,21.39328533,130.3355508,20703.1555,8.73669127,14.90931198,32.76083551,11.39340944,3.501225,2.788083375,2.264207321,8.373444144,6.782744999,27.96615912,2320.809033,26.68392471,3529.725296,42.9324681,10642.1598,4136623.035,22800.21646,110.8991236,2.561941951,557.8367569,0.042230289,0.000560101,2.703955326,0.703808959,557.92993,0.000400088,101.7730221,0.000953394,251.0186274,14.97201752,16.4573461,0.722863137,0.722928171,0.722935397,6.484846233,0.364326422,322.0768719,1.354554482,1,2.13E-05,0.001621572,0.000322162,0.005862921,0.039902842,0.891842274,2.937062527,0.038585146,0.385337108,2.955338411,0.60533157,2.14E+11,9006.14742,5.85E-05,0.001333853,3.762614625,12.25755609,1.695283646,10.86647406,0.940806259,0.043095648,0.000192371,per ounce
TRUE,1629970800,26-08-2021,USD,3.674515934,86.04592172,103.5222761,490.3428565,1.793129551,636.1793626,97.48897851,1.377955805,1.802066435,1.703234393,1.663369934,2.015706856,85.27657298,1.664733963,0.37735257,1981.064216,1.00082,1.351604343,6.899189173,5.21372032,0.998332708,74.12985693,11.18331369,2.502803777,19607.056,2.012629378,1.261059344,1997.838728,0.916318069,0.028437571,784.1580308,6.489013978,3867.471405,620.7209084,1.00025,93.73651916,21.74058623,177.8613468,6.324692563,56.93375968,135.2605499,15.70257474,15.01081493,45.53851086,0.849815,2.104584438,0.722798103,0.72785,3.122984528,6.03440787,0.722718616,51.19419688,9791.978846,7.731246455,208.8739876,7.791044894,23.75915519,6.372465649,99.38079143,296.772958,14450.00445,3.22401876,74.300292,1457.244642,126.3492917,152.5769414,0.70940047,110.1323063,109.774328,84.7480648,4073.475426,419.1223225,1170.076404,0.301070134,0.832470756,425.4111836,9580.272171,1509.962433,199.2740112,171.9339834,14.97754251,4.522900981,8.97084286,17.68099471,3918.339927,52.42975831,1644.332964,2853.466954,8.007240632,357.1140679,42.73461471,15.47258723,811.3627461,20.33810179,4.196471251,63.78551373,14.97520284,411.1170637,35.07522661,8.812101905,118.6803406,1.438615378,0.385163155,0.99902292,4.090008882,3.553943455,50.09599854,165.4941629,3.892269046,6924.098673,3.643255419,4.191303896,99.96473082,74.09018944,1007.348085,3.752700821,8.057132588,12.89963961,8.712296162,1.378726308,10328.71738,585.4155732,21.38772836,130.3759314,20707.91604,8.74035969,14.90990792,32.77262552,11.39978861,3.502555,2.790229748,2.263596229,8.368680114,6.785525063,27.95973326,2320.252473,26.68739269,3531.031138,42.9500632,10641.09631,4137160.634,22805.91321,110.8991236,2.56163466,557.9371043,0.042212926,0.000560325,2.704387734,0.703640204,557.863044,0.000400168,101.6977793,0.000954032,250.8505911,14.95462155,16.45109687,0.723209987,0.723116048,0.722725843,6.484399686,0.364048998,322.1283918,1.354310879,1,2.13E-05,0.001624307,0.000322276,0.005861279,0.03998378,0.89089881,2.935759364,0.038706397,0.386608971,2.955426993,0.605428352,2.14E+11,9008.307979,5.85E-05,0.00133424,3.759210897,12.2526369,1.694868692,10.86148003,0.94085329,0.043095218,0.000192333,per ounce
TRUE,1629971100,26-08-2021,USD,3.675434187,86.05108169,103.5336598,490.5242253,1.79320122,636.1539192,97.49287445,1.378286408,1.80136424,1.703234393,1.662854645,2.017299073,85.22288954,1.664550993,0.377337488,1981.519806,1.00096,1.351604343,6.895880144,5.215388544,0.99892163,74.17877432,11.18621998,2.501778263,19609.604,2.013736015,1.261160211,1998.477768,0.916482943,0.028422797,784.1815499,6.489532658,3868.28316,620.4852159,1.00094,93.73651916,21.733416,177.8506846,6.325450927,56.92693438,135.2916437,15.69849399,15.01486622,45.5262259,0.849815,2.104668544,0.722696938,0.72785,3.121954953,6.034769685,0.722761973,51.19266207,9790.315624,7.733951066,208.972123,7.794393235,23.76058008,6.370046,99.41158684,296.6721157,14453.61503,3.225533807,74.25055954,1457.084442,126.4023462,152.5693158,0.709513905,110.2248055,109.763353,84.73197249,4073.964112,419.2270351,1170.228441,0.301244732,0.832229534,425.6450872,9578.931295,1510.339754,199.2282089,171.9735088,14.98113518,4.523352951,8.97389124,17.67675437,3916.773953,52.43866584,1643.626459,2853.409936,8.005960088,357.1212079,42.74700056,15.48449886,811.168095,20.32672247,4.198652653,63.75683749,14.9837358,411.1006232,35.09170422,8.81553756,118.6447638,1.439535963,0.385066902,0.999082822,4.08976355,3.553836941,50.06846942,165.4825848,3.892735735,6924.721381,3.644056438,4.194572721,99.94175134,74.078342,1007.750892,3.752325765,8.05632743,12.90260449,8.71247026,1.378464601,10327.78813,585.2517731,21.39157549,130.3498794,20713.29751,8.742281243,14.90856705,32.77557302,11.39716859,3.501925,2.789727998,2.264908944,8.373031175,6.783965515,27.94855786,2319.487203,26.68579209,3530.46645,42.94062192,10638.11856,4138029.065,22795.88693,110.9213009,2.563017472,557.90923,0.042225163,0.000560258,2.702982408,0.703569889,557.5286138,0.000400244,101.6998129,0.000953527,250.9534193,14.95506999,16.45586602,0.722957075,0.723173856,0.722949849,6.484434144,0.363938962,322.1992317,1.354378546,1,2.13E-05,0.00162433,0.00032315,0.005871981,0.040113266,0.89053373,2.937516429,0.038659475,0.387245816,2.954777391,0.605428352,2.14E+11,9005.067548,5.85E-05,0.001334653,3.76107168,12.26297186,1.695181951,10.8660398,0.940768635,0.043109436,0.000192402,per ounce
TRUE,1629971400,26-08-2021,USD,3.676389169,86.04592172,103.5067529,490.2399175,1.793147468,636.5546661,97.43633781,1.378275024,1.80161631,1.696927501,1.663719001,2.016170413,85.27486874,1.663306719,0.377315912,1982.292329,1.00014,1.351550294,6.89856873,5.214484312,0.999091319,74.16098618,11.17962493,2.502178464,19615.092,2.01357505,1.261762616,1997.798481,0.916758583,0.028415694,784.1973673,6.489074809,3866.89158,620.3239526,1.00064,93.76556993,21.74096896,177.8649009,6.323583349,56.90759605,135.2081928,15.71686644,15.01141512,45.5262259,0.849802,2.103280795,0.722754747,0.727776,3.1227613,6.032056074,0.722877589,51.1666728,9791.29399,7.732791947,208.9637711,7.790642855,23.7589177,6.371270769,99.41456705,296.4491694,14448.8281,3.225277293,74.26550753,1457.011623,126.3217424,152.6226953,0.70946977,110.2314184,109.8489271,84.71841906,4075.878128,419.000695,1169.802419,0.301049225,0.832196263,425.5983065,9580.272171,1510.400126,199.3078651,171.9754815,14.98086587,4.521273892,8.972098075,17.68152475,3918.261628,52.44862133,1643.560737,2851.27176,8.004359408,357.1533379,42.71606988,15.48158631,811.2086473,20.32503708,4.196439304,63.78301577,14.97208543,411.3059162,35.08504306,8.81550904,118.6080012,1.438610831,0.3853388,0.998653526,4.092584866,3.550961065,50.10111145,165.4230402,3.888267662,6922.784067,3.64457819,4.192205446,99.92776383,74.0867264,1007.126542,3.753976068,8.054717115,12.89786672,8.709251291,1.377636158,10330.05877,585.4736268,21.38386721,130.3524846,20714.74637,8.74114578,14.90484241,32.7585882,11.40024426,3.500525,2.788420875,2.265247439,8.375069977,6.781795709,27.94481351,2320.901646,26.68445825,3531.666412,42.94448426,10637.37413,4139393.741,22801.12794,110.9468049,2.561250545,557.6639364,0.042230238,0.000560185,2.703198612,0.703422228,557.7069765,0.00040014,101.7760383,0.00095408,250.9657421,14.95229251,16.46079962,0.723224439,0.722841459,0.72316663,6.484752663,0.364303873,322.0672119,1.353210007,1,2.13E-05,0.001628912,0.000323757,0.005889854,0.04024423,0.892369082,2.951267505,0.038818608,0.388472443,2.953182911,0.60538601,2.14E+11,9006.508758,5.85E-05,0.0013342,3.76425902,12.265443,1.695131104,10.86234856,0.941041414,0.043123223,0.000192442,per ounce
TRUE,1629971700,26-08-2021,USD,3.675911678,86.0829015,103.5616016,490.5634402,1.79320122,636.5738007,97.42981488,1.378670638,1.801166185,1.699891323,1.663187089,2.016734743,85.26975603,1.662592012,0.377074631,1981.499998,1.00025,1.35176649,6.894708196,5.218037747,0.998881703,74.1632097,11.18666711,2.503354053,19608.624,2.013313481,1.260939113,1998.277733,0.916318864,0.028431888,784.4949647,6.489425874,3868.74702,620.3177502,1.00037,93.73558204,21.74760188,177.8631239,6.324777578,56.91612767,135.2704567,15.69286833,15.01336574,45.52440591,0.849726,2.10397467,0.722776425,0.72755,3.122452966,6.035794827,0.723181082,51.20584968,9784.738936,7.734569263,208.8217879,7.79285682,23.75915519,6.365708255,99.42450105,296.6176519,14456.99656,3.225043866,74.29711246,1456.76404,126.2878148,152.5677906,0.709049987,110.2155949,109.8134789,84.77855851,4076.285366,418.9926881,1170.545736,0.301101392,0.832129719,425.3984252,9582.570816,1509.524741,199.2799854,171.9821223,14.98315772,4.523081769,8.969049696,17.67604764,3916.38246,52.41299118,1643.840053,2853.067828,8.009481583,357.1747579,42.71887122,15.48027584,811.1924264,20.32520081,4.197216346,63.7314015,14.98455982,411.3265217,35.09100305,8.8165778,118.6933853,1.438478291,0.38529645,0.999102789,4.089927105,3.551600148,50.07847454,165.4743147,3.89110071,6923.130016,3.644463955,4.191295087,99.97672011,74.01579884,1007.257454,3.751388128,8.057374135,12.90147589,8.705267797,1.377549514,10327.06475,585.1752059,21.39054888,130.3811418,20714.74637,8.736341897,14.90409748,32.75397341,11.39580163,3.50049,2.788084375,2.264792777,8.376650854,6.784101128,27.95961744,2320.275516,26.69192773,3532.301687,42.92903491,10638.65031,4137284.696,22789.50657,110.9822888,2.561429799,557.9594037,0.042220485,0.000560168,2.703766148,0.703295661,557.7125504,0.000400368,101.710289,0.000953737,250.8872229,14.95007687,16.46129298,0.722682486,0.723246117,0.723152178,6.484741409,0.365377232,322.1122919,1.353140521,1,2.14E-05,0.001625642,0.000323213,0.005890775,0.040056394,0.893716872,2.950822572,0.038851405,0.389735596,2.954570699,0.605392059,2.14E+11,9007.804053,5.85E-05,0.001334627,3.763696649,12.26176587,1.696460832,10.86527984,0.941107257,0.043095218,0.000192485,per ounce
TRUE,1629972060,26-08-2021,USD,3.674846505,86.06484161,103.557462,490.2350156,1.793434145,636.6246194,97.40344847,1.3782491,1.801526285,1.70066527,1.663835356,2.016452578,85.25953061,1.663057403,0.377225432,1982.767727,1.00068,1.352374542,6.897603597,5.21803156,0.999021447,74.18248019,11.18756135,2.503679215,19603.92,2.012810464,1.261736565,1998.31781,0.917050449,0.028433025,784.3072031,6.484692136,3866.50503,620.5906573,1.00083,93.76275856,21.74918786,177.7884885,6.322283531,56.89735811,135.2109261,15.73669678,15.01876748,45.50575098,0.849645,2.103427981,0.722805329,0.727475,3.120511218,6.033563636,0.722920945,51.17655269,9788.456728,7.73317832,208.9178353,7.788662395,23.75796777,6.364503593,99.35993001,296.4979768,14472.7248,3.222010714,74.2759432,1456.691222,126.377588,152.5662655,0.709278685,110.2361201,109.8549746,84.74890877,4073.801217,419.176648,1169.449406,0.301115441,0.831938405,425.3473917,9584.677907,1510.717075,199.3357448,171.997814,14.98000807,4.522132634,8.973263632,17.67127726,3917.047998,52.41299118,1644.332964,2852.896774,8.007560767,357.039098,42.72503847,15.47322936,811.4032984,20.3369487,4.198163181,63.75748074,14.98332699,411.0842679,35.08013484,8.810789212,118.7052442,1.43840189,0.38531955,0.998673493,4.089804439,3.553055839,50.07670286,165.4643906,3.887416434,6920.639184,3.64198347,4.191565565,99.97672011,74.06778844,1007.912014,3.752025736,8.057535167,12.89954241,8.707236027,1.37753974,10335.11885,585.4856861,21.39225171,130.3824444,20706.67416,8.73904954,14.91139778,32.75876394,11.39933295,3.503395,2.790229748,2.263596229,8.371559554,6.784033322,27.94506583,2319.672688,26.70153135,3529.760589,42.93504299,10637.58682,4137326.05,22796.79841,110.9556759,2.562146813,557.6193375,0.042210909,0.000560185,2.704847168,0.70338707,557.5286138,0.000400084,101.7314913,0.000953489,250.8562077,14.93838908,16.45356367,0.723029336,0.723137726,0.723000432,6.482451944,0.366363788,322.1702518,1.353849031,1,2.14E-05,0.001630496,0.000324329,0.005903697,0.040412829,0.894425553,2.957782077,0.039000384,0.392023663,2.954511644,0.605125907,2.14E+11,9006.690299,5.85E-05,0.00133408,3.763506875,12.27445645,1.695454324,10.86549697,0.941539942,0.043118483,0.000192498,per ounce
TRUE,1629972180,26-08-2021,USD,3.675948408,86.02356185,103.5647062,490.607557,1.793093716,636.5673718,97.43461196,1.37776705,1.80176035,1.700053568,1.662439089,2.015968866,85.25953061,1.663738868,0.377195272,1981.262299,1.0009,1.351752978,6.897258906,5.214799128,0.998492415,74.16469204,11.18107808,2.501678213,19607.252,2.013152516,1.261345759,1997.75865,0.916995475,0.028438423,784.2993634,6.488387561,3866.466375,620.8201473,1.00079,93.76931841,21.74571119,177.8666779,6.32247308,56.93205335,135.2501239,15.7477106,15.00646353,45.53441588,0.849645,2.10313361,0.722776425,0.727475,3.122164908,6.036036037,0.722769199,51.19241219,9784.934609,7.732560124,208.9992669,7.795048268,23.75393058,6.366539563,99.42748125,296.5127903,14471.7126,3.221591986,74.24699643,1457.798063,126.3611741,152.6455722,0.709406303,110.2140916,109.7825399,84.75907233,4074.289902,418.916961,1169.940432,0.301142529,0.832570571,425.6535928,9581.325717,1509.494556,199.3118479,171.9789105,14.98300216,4.520641135,8.969049696,17.68346824,3916.499908,52.4376179,1644.316533,2853.352918,8.008201039,357.1711879,42.71436276,15.47524044,811.7196065,20.32963354,4.198456829,63.78233348,14.98063247,411.0842679,35.07662896,8.811405653,118.6032577,1.438502517,0.3851463,0.999102789,4.091317318,3.552594278,50.08571369,165.4892008,3.889204431,6921.538651,3.642893711,4.192319602,99.95374063,74.07593003,1007.519278,3.752888383,8.05520021,12.89825342,8.70862828,1.37873808,10330.36935,585.4037861,21.39011441,130.351182,20708.95094,8.738088763,14.91095083,32.75941886,11.39842164,3.50049,2.787804625,2.263822559,8.368464429,6.782744999,27.96434291,2319.579928,26.6913942,3532.2311,42.94577171,10637.90587,4139062.91,22796.1148,110.9257364,2.563222333,557.5691638,0.042213441,0.000560134,2.703252663,0.703239409,557.7181242,0.000400212,101.7253892,0.000953394,250.8236039,14.95018805,16.4502746,0.723231665,0.723101596,0.722964302,6.486437545,0.366892056,322.2926116,1.354241373,1,2.14E-05,0.001629907,0.000324332,0.005897648,0.040461488,0.895095098,2.959007317,0.039050661,0.390995742,2.954304952,0.605125907,2.14E+11,9005.520143,5.85E-05,0.00133368,3.760112782,12.2721222,1.695292308,10.86517127,0.94144588,0.043115037,0.000192381,per ounce
TRUE,1629972300,26-08-2021,USD,3.675323996,86.05882164,103.505718,490.6222625,1.792556197,636.6691452,97.47551405,1.37767064,1.801202195,1.699560809,1.663619267,2.016654124,85.2680518,1.663605899,0.37705955,1981.183066,1.00042,1.351415172,6.898017225,5.216363208,0.998322726,74.13652749,11.17940137,2.502253501,19604.116,2.013796377,1.261017986,1998.4576,0.916931339,0.028438991,784.6599897,6.487479913,3869.094915,620.5844548,1.00082,93.78806084,21.74831869,177.7334005,6.320135308,56.9087336,135.192003,15.73685412,15.01966776,45.50939097,0.849645,2.103806458,0.722783651,0.727475,3.122414521,6.03609634,0.722957075,51.2057137,9786.793505,7.731941927,208.9199233,7.793802244,23.7643798,6.367048555,99.38476503,296.5068649,14461.7352,3.221527567,74.24773865,1457.768936,126.2892058,152.6226953,0.709385033,110.1821503,109.8461947,84.73535734,4076.244642,419.0551815,1169.589699,0.301262921,0.832113083,425.6620984,9580.846832,1509.947341,199.1923636,171.932511,14.97282227,4.521364286,8.970125595,17.68134807,3918.574823,52.41718296,1644.135799,2852.497648,8.00580002,357.085508,42.7451088,15.48313005,811.3627461,20.32374078,4.197282236,63.78488248,14.97808765,411.3062134,35.08258895,8.807618945,118.6767829,1.438818773,0.3853696,0.998603607,4.091807982,3.55291382,50.0882167,165.4710066,3.888427041,6923.337586,3.642638843,4.19089531,99.97771922,74.07667018,1007.509208,3.75375103,8.05938703,12.89580434,8.706104822,1.377553514,10332.43435,585.2282861,21.39096933,130.383747,20705.84624,8.74035969,14.90737517,32.77513693,11.39352336,3.502975,2.790201873,2.263596229,8.369468253,6.782812806,27.95512344,2321.064088,26.69886368,3529.795882,42.93590129,10639.60744,4136623.035,22789.50657,110.954567,2.56173709,557.6472118,0.042219772,0.000560549,2.704576913,0.703415196,557.6010736,0.000400056,101.7131851,0.00095409,250.8938274,14.94735032,16.45866173,0.722935397,0.723043788,0.722689712,6.487020799,0.367075443,322.2539717,1.354079025,1,2.14E-05,0.001623331,0.000323407,0.00587096,0.040221664,0.896074303,2.947696739,0.03881265,0.389283213,2.955633685,0.605355765,2.14E+11,9009.570683,5.85E-05,0.00133444,3.761964055,12.27040456,1.695758221,10.86593124,0.941154288,0.043091771,0.00019245,per ounce
TRUE,1629972900,26-08-2021,USD,3.676058598,86.05796165,103.5595318,490.3820714,1.792305354,636.242993,97.48054062,1.377188894,1.80093212,1.704554177,1.662605311,2.01689598,85.28850263,1.664295668,0.377354314,1981.975396,1.00052,1.352334005,6.899602802,5.214374518,0.998871721,74.13726866,11.18677889,2.50372924,19616.66,2.01327324,1.261612313,1998.617375,0.916320393,0.028424217,784.6442212,6.484200946,3869.326845,620.8139449,1.00065,93.78243812,21.72904571,177.7707182,6.316491251,56.9087336,135.3274991,15.70089495,15.00661358,45.53805586,0.849096,2.10397467,0.723065466,0.72765,3.121771847,6.033443031,0.722848685,51.2082857,9786.597832,7.72931459,208.8259638,7.791955842,23.76247994,6.366608082,99.38476503,296.1400985,14446.03382,3.224907315,74.2353451,1456.895113,126.199161,152.560165,0.709192694,110.1277904,109.8231744,84.75822737,4074.452797,419.1893095,1169.644586,0.301131465,0.832587207,425.7003736,9579.984841,1510.671797,199.2122776,171.9062413,14.97273857,4.520234363,8.972187734,17.68099471,3916.225862,52.44390557,1643.478585,2852.868265,8.005960088,357.067658,42.75091852,15.47411288,811.8250426,20.33623296,4.198019319,63.742854,14.98256822,411.260526,35.08995129,8.803379684,118.6068154,1.437671218,0.385156606,0.99913274,4.091930648,3.552203727,50.06751024,165.4296563,3.888830342,6921.8846,3.643756152,4.19170585,99.93176026,74.06615422,1007.891874,3.75302595,8.054314536,12.90242432,8.702984931,1.377705028,10327.37454,585.198841,21.38706916,130.32513,20705.84624,8.74140781,14.90022384,32.74410182,11.40161122,3.50091,2.789949997,2.263864825,8.364479199,6.785321644,27.94888425,2320.484445,26.68392471,3531.207603,42.94362596,10641.20266,4135795.958,22789.2787,110.9224098,2.562940649,557.7587089,0.042209369,0.000560347,2.705090397,0.703541763,557.9243562,0.000400164,101.745853,0.000953699,251.0039256,14.92529125,16.45603047,0.722754747,0.723144952,0.722696938,6.485094929,0.3641359,322.2185517,1.353213952,1,2.13E-05,0.001623369,0.000323625,0.005882415,0.040093294,0.889585954,2.953492079,0.038843756,0.389847815,2.954570699,0.605416254,2.14E+11,9008.672172,5.85E-05,0.00133436,3.757060688,12.26364413,1.695288166,10.85887445,0.940712198,0.043104265,0.000192427,per ounce
TRUE,1629973200,26-08-2021,USD,3.676205519,86.07946152,103.5150319,490.254623,1.792412858,636.3320447,97.42405557,1.377037463,1.802174465,1.704980192,1.662721667,2.016371959,85.2586785,1.664062839,0.377158266,1981.618848,1.00018,1.352212395,6.894570319,5.21562583,0.998931611,74.15357446,11.1855493,2.502628689,19609.016,2.013715894,1.261461023,1997.598905,0.916576826,0.028426206,784.1895186,6.484589928,3868.089885,620.3053453,1.00032,93.74401613,21.73034858,177.8293603,6.319017115,56.91669644,135.3153316,15.70356237,15.0085642,45.54124085,0.849096,2.103722352,0.722957075,0.72765,3.122801476,6.033744543,0.722892041,51.18065947,9790.70697,7.734955636,208.8551957,7.791566489,23.75084331,6.363046201,99.37085742,296.299979,14445.31199,3.223264223,74.24647818,1457.637863,126.2622512,152.6181199,0.709384119,110.122285,109.8583112,84.71079739,4076.32609,419.2563255,1169.258912,0.301104376,0.832004949,425.3984252,9582.570816,1509.600205,199.1903721,171.8770269,14.98411615,4.523081769,8.973084316,17.67869786,3915.990966,52.43080625,1643.347143,2851.357287,8.0074007,357.2711479,42.72059448,15.47813507,811.3870775,20.31896426,4.196844731,63.732658,14.97568195,411.3098472,35.08013484,8.805314995,118.6163025,1.437886821,0.385133505,0.999312446,4.090131548,3.551422625,50.07051174,165.4280022,3.886421363,6923.406775,3.643428463,4.189905181,99.98471298,74.08984686,1007.901944,3.753476039,8.05423402,12.8995884,8.700463058,1.378145797,10328.51029,585.128641,21.37745132,130.3589976,20715.78127,8.735555807,14.90305458,32.74508403,11.39876338,3.50224,2.788221749,2.263706394,8.364897315,6.78159229,27.94944295,2319.348135,26.69272803,3530.184105,42.92688916,10640.03283,4139476.449,22803.63451,110.9878331,2.563145511,557.6750861,0.042188701,0.000560146,2.704306658,0.703394102,557.589926,0.000400092,101.711275,0.000954071,250.9261781,14.92902007,16.45882618,0.722899267,0.723101596,0.72309437,6.480628606,0.363685268,322.0511119,1.353349253,1,2.13E-05,0.001627971,0.000324483,0.005894932,0.040182177,0.892325206,2.965959371,0.03899174,0.390129617,2.953301021,0.605482792,2.14E+11,9003.811523,5.85E-05,0.001334587,3.761681738,12.26507529,1.696249745,10.8615886,0.941539942,0.043119345,0.000192402,per ounce
