success,timestamp,date,base,rates.INR,rates.RUTH,rates.XCU,rates.ALU,rates.NI,rates.ZNC,rates.TIN,rates.LCO,rates.BSD,rates.BTN,rates.BWP,rates.BYN,rates.BYR
TRUE,1629983880,26-08-2021,USD,74.20145353,0.001333507,3.766417314,12.22687041,1.701797278,10.86690833,0.941069632,0.043122792,1.00056299,74.19955306,11.20631254,2.515665367,
TRUE,1629984240,26-08-2021,USD,74.16108564,0.001333867,3.768445334,12.23520419,1.704631584,10.86549697,0.941314193,0.043119345,1.000762987,74.20697094,11.1997057,2.515363666,
TRUE,1629984540,26-08-2021,USD,74.177397,0.001334053,3.761880583,12.23042728,1.703119232,10.86593124,0.940778041,0.043119776,1.000942984,74.24331854,11.20328907,2.516218487,
TRUE,1629984780,26-08-2021,USD,74.17479081,0.001333467,3.773685203,12.23667183,1.703735202,10.86104577,0.941003789,0.043100388,1.000432992,74.24035139,11.20060155,2.516444764,
TRUE,1629985140,26-08-2021,USD,74.19809011,0.001333853,3.769039548,12.23629034,1.702640014,10.8612629,0.941511723,0.04311159,1.000892985,74.20771273,11.20306511,2.514936255,
TRUE,1629985380,26-08-2021,USD,74.16917974,0.00133396,3.761222092,12.21159444,1.698547023,10.8615886,0.941116663,0.043101249,1.000762987,74.20400379,11.20720838,2.516520189,
TRUE,1629985680,26-08-2021,USD,74.15740826,0.001333547,3.758516084,12.17604321,1.693728528,10.86679976,0.941003789,0.043121499,1.000652989,74.20029485,11.2054167,2.516268771,
TRUE,1629985980,26-08-2021,USD,74.18653507,0.001334147,3.759906037,12.1599003,1.691300581,10.86354278,0.941314193,0.043114606,1.000932984,74.22922457,11.20048957,2.514533985,
TRUE,1629986340,26-08-2021,USD,74.19394846,0.00133444,3.750734278,12.14621489,1.689422739,10.86169716,0.941267162,0.043096079,1.000242996,74.18620088,11.2065365,2.51445856,
TRUE,1629986640,26-08-2021,USD,74.14946812,0.00133428,3.754203986,12.14622298,1.692759348,10.85822305,0.940862696,0.043095218,1.000922984,74.22403206,11.20261719,2.514559127,
TRUE,1629986700,26-08-2021,USD,74.19691382,0.0013346,3.755832942,12.15569263,1.692529146,10.86028581,0.941389443,0.043109866,1.000152997,74.22996636,11.2087761,2.514684836,
TRUE,1629987240,26-08-2021,USD,74.16322264,0.001334267,3.744086072,12.10983597,1.692153236,10.85768022,0.941314193,0.043112882,1.000782986,74.18620088,11.20116145,2.515514516,
TRUE,1629987540,26-08-2021,USD,74.15506729,0.001333853,3.74852862,12.11345961,1.691054161,10.86267426,0.941511723,0.04310168,1.000892985,74.22996636,11.20172135,2.514609411,
TRUE,1629987840,26-08-2021,USD,74.1395715,0.00133352,3.751977507,12.12846434,1.692548788,10.85876588,0.940759228,0.043101249,1.000492991,74.23293351,11.20362501,2.516168204,
TRUE,1629988140,26-08-2021,USD,74.11897693,0.001333893,3.758140409,12.12748853,1.699209715,10.86375992,0.941285975,0.043094356,1.000952984,74.24925284,11.20720838,2.515112247,
TRUE,1629988440,26-08-2021,USD,74.17828621,0.00133388,3.759520958,12.15783458,1.694370155,10.8609372,0.94124835,0.043123223,1.000932984,74.24257675,11.20082551,2.515891644,
TRUE,1629988740,26-08-2021,USD,74.13011705,0.00133396,3.763798778,12.15667923,1.696867279,10.86256569,0.941427067,0.043105558,1.000242996,74.19287697,11.2070964,2.516344197,
TRUE,1629989040,26-08-2021,USD,74.17754515,0.001333547,3.772260573,12.16306036,1.699949708,10.85963441,0.941079039,0.04312667,1.000912984,74.22922457,11.20205729,2.515690509,
TRUE,1629989340,26-08-2021,USD,74.18795313,0.001333667,3.77282601,12.17762227,1.703058687,10.86028581,0.940872103,0.043115898,1.000502991,74.22106491,11.1991458,2.514810546,
TRUE,1629989640,26-08-2021,USD,74.13236553,0.001334053,3.768558315,12.19802583,1.70135314,10.86484558,0.941502317,0.04309134,1.000152997,74.23738424,11.20530472,2.514760262,
TRUE,1629990000,26-08-2021,USD,74.15335715,0.001333547,3.76461068,12.19428802,1.699601276,10.85898301,0.941408255,0.04311676,1.000642989,74.22329027,11.19936976,2.514810546,
TRUE,1629990120,26-08-2021,USD,74.15938861,0.001333947,3.771538914,12.1998042,1.701030167,10.8660398,0.941032008,0.043097803,1.000452992,74.20400379,11.20093749,2.516243629,
TRUE,1629990540,26-08-2021,USD,74.1966563,0.00133448,3.769491525,12.18659695,1.699414391,10.85920015,0.941107257,0.043089186,1.000672988,74.23441709,11.20687244,2.516545331,
TRUE,1629990900,26-08-2021,USD,74.15736586,0.001334333,3.766689404,12.18354823,1.70108831,10.86473701,0.941492911,0.043102542,1.000972983,74.24702748,11.20127343,2.515690509,
TRUE,1629991200,26-08-2021,USD,74.14350225,0.001334307,3.763037499,12.17330316,1.698487381,10.86256569,0.940909727,0.043124946,1.000452992,74.19584412,11.2087761,2.514684836,
TRUE,1629991440,26-08-2021,USD,74.14909167,0.001333733,3.763037499,12.17941254,1.698904065,10.85930871,0.941389443,0.043119345,1.000422993,74.24035139,11.20631254,2.515916786,
TRUE,1629991740,26-08-2021,USD,74.1757744,0.00133412,3.764157066,12.18026107,1.702171445,10.8612629,0.941361224,0.043099957,1.000922984,74.22699921,11.20216927,2.51473512,
TRUE,1629992040,26-08-2021,USD,74.1448977,0.001334067,3.769943503,12.20363487,1.704219282,10.85887445,0.941257756,0.043107281,1.000822986,74.24999463,11.19936976,2.515916786,
TRUE,1629992400,26-08-2021,USD,74.16010902,0.001333613,3.77023661,12.2090216,1.706520506,10.85822305,0.941549348,0.043105558,1.000202996,74.20771273,11.20776828,2.514508844,
TRUE,1629992700,26-08-2021,USD,74.15150661,0.001333933,3.775849057,12.21513449,1.709888307,10.85985154,0.941483504,0.043117622,1.000712988,74.20103663,11.20172135,2.514559127,
TRUE,1629993000,26-08-2021,USD,74.1863519,0.001333933,3.77286977,12.20422801,1.708418155,10.85920015,0.941417661,0.043124515,1.00055299,74.21587239,11.20060155,2.51473512,
TRUE,1629993300,26-08-2021,USD,74.16255798,0.001334013,3.776498054,12.2113405,1.708208023,10.85876588,0.941389443,0.043117622,1.000942984,74.19287697,11.20228125,2.515916786,
TRUE,1629993540,26-08-2021,USD,74.19511492,0.001334347,3.774996463,12.21717399,1.706939503,10.86006867,0.940937946,0.04310168,1.000162997,74.21067988,11.2065365,2.514533985,
TRUE,1629993840,26-08-2021,USD,74.15952725,0.001334493,3.774054436,12.20938774,1.704942062,10.86310852,0.941154288,0.043098234,1.000962983,74.19213518,11.20720838,2.515665367,
TRUE,1629994140,26-08-2021,USD,74.17180784,0.001333493,3.77246288,12.21255095,1.706002287,10.86408561,0.940966164,0.043124946,1.000912984,74.24183497,11.20519274,2.514584269,
TRUE,1629994440,26-08-2021,USD,74.21589103,0.001334307,3.774830878,12.20950035,1.707286356,10.8660398,0.941267162,0.043089186,1.00058299,74.21958133,11.20788026,2.515740793,19613.132
TRUE,1629994800,26-08-2021,USD,74.20604769,0.00133432,3.774650012,12.20329888,1.708004028,10.86310852,0.940768635,0.043090909,1.000742987,74.21438882,11.2087761,2.514961396,19608.624
TRUE,1629995100,26-08-2021,USD,74.21420497,0.0013344,3.774716981,12.21549012,1.708327553,10.86028581,0.941220131,0.043101249,1.000282995,74.19361876,11.20732036,2.51611792,19603.136
TRUE,1629995340,26-08-2021,USD,74.21957941,0.00133384,3.774672324,12.19573087,1.708350782,10.86245712,0.94124835,0.043112021,1.000892985,74.23441709,11.20855214,2.515690509,19607.644
TRUE,1629995640,26-08-2021,USD,74.16305804,0.0013338,3.770572438,12.19854264,1.707321391,10.86582267,0.941107257,0.0431271,1.000292995,74.23441709,11.20832818,2.515212815,19605.292
TRUE,1629996000,26-08-2021,USD,74.20174558,0.001333587,3.76693032,12.19495281,1.70696309,10.8615886,0.941342412,0.043099957,1.000812986,74.24999463,11.20261719,2.516520189,19609.016
TRUE,1629996300,26-08-2021,USD,74.16689933,0.001333587,3.767043315,12.18030355,1.707543196,10.86072007,0.941398849,0.043108143,1.000962983,74.2151306,11.20037759,2.515589942,19606.86
TRUE,1629996600,26-08-2021,USD,74.1761654,0.001334227,3.766145159,12.18964684,1.707815285,10.86180573,0.941144882,0.043123654,1.000352994,74.227741,11.20519274,2.516444764,19602.744
TRUE,1629996900,26-08-2021,USD,74.17315903,0.001334173,3.765053523,12.18368349,1.709319148,10.86213143,0.941003789,0.04309134,1.000662988,74.24925284,11.2065365,2.5155648,19610.388
TRUE,1629997140,26-08-2021,USD,74.20133046,0.001334,3.764026341,12.19026156,1.710156522,10.85909158,0.941013195,0.043118483,1.000332994,74.22403206,11.2070964,2.514860829,19602.744
TRUE,1629997320,26-08-2021,USD,74.18606224,0.001334213,3.768089464,12.18941445,1.709182434,10.86006867,0.941144882,0.043103404,1.000902984,74.20474557,11.20004164,2.516168204,19614.308
TRUE,1629997800,26-08-2021,USD,74.17266569,0.001333587,3.767512356,12.19469114,1.709392295,10.85854875,0.941201319,0.043118483,1.000372993,74.18842624,11.20272917,2.515036822,19619.012
TRUE,1629998100,26-08-2021,USD,74.16771113,0.00133432,3.766579598,12.20212827,1.707906935,10.85996011,0.941408255,0.043095648,1.000502991,74.22254848,11.20116145,2.51611792,19612.152
TRUE,1629998400,26-08-2021,USD,74.19143555,0.001334373,3.768445334,12.19423688,1.707770367,10.85887445,0.941436474,0.043105989,1.000192996,74.24109318,11.2087761,2.51667104,19605.292
TRUE,1629998700,26-08-2021,USD,74.20331425,0.00133376,3.768411633,12.19937381,1.709381272,10.86104577,0.941492911,0.043109436,1.000632989,74.22254848,11.20586462,2.516168204,19608.82
TRUE,1629999060,26-08-2021,USD,74.15289885,0.001334067,3.769412319,12.20924691,1.710253405,10.85909158,0.941079039,0.043111159,1.000862985,74.23812603,11.2076563,2.516042495,19615.288
TRUE,1629999360,26-08-2021,USD,74.18181357,0.00133408,3.774755451,12.2079049,1.710024607,10.86408561,0.940834478,0.043097372,1.000892985,74.24925284,11.20228125,2.515816218,19616.072
TRUE,1629999600,26-08-2021,USD,74.17143392,0.00133364,3.771603629,12.20366475,1.707906024,10.86039437,0.941361224,0.04311159,1.000472992,74.24035139,11.20340105,2.515866502,19614.896
TRUE,1629999900,26-08-2021,USD,74.17779739,0.0013342,3.768742346,12.19782856,1.705839481,10.86278282,0.94137063,0.043094356,1.000142997,74.18694267,11.20205729,2.514659695,19610.584
TRUE,1630000200,26-08-2021,USD,74.1905364,0.001334573,3.771393568,12.18983805,1.706299786,10.8663655,0.941191913,0.04309134,1.000812986,74.24480212,11.20855214,2.515715651,
TRUE,1630000500,26-08-2021,USD,74.1897951,0.00133404,3.774205255,12.20620569,1.705487463,10.8615886,0.940740416,0.043111159,1.000342994,74.23144994,11.20530472,2.515891644,
TRUE,1630000860,26-08-2021,USD,74.14464463,0.001334493,3.771595569,12.20489285,1.704907974,10.86527984,0.941455286,0.04310685,1.000822986,74.24851106,11.20306511,2.51445856,
TRUE,1630001100,26-08-2021,USD,74.17016227,0.001333773,3.773141645,12.20477087,1.705589726,10.86538841,0.941427067,0.043091771,1.000262995,74.18916803,11.20082551,2.516444764,
TRUE,1630001460,26-08-2021,USD,74.18594564,0.001334507,3.775411112,12.20757637,1.705623814,10.85811449,0.941163694,0.043122792,1.000362994,74.20771273,11.2076563,2.514433418,
TRUE,1630001700,26-08-2021,USD,74.21189411,0.001333707,3.777873244,12.20818626,1.704737536,10.86104577,0.941135476,0.043094356,1.000112998,74.21587239,11.20631254,2.515439091,
TRUE,1630002000,26-08-2021,USD,74.2122994,0.001333787,3.778553051,12.20635659,1.705640857,10.86419418,0.941436474,0.043093494,1.000942984,74.2396096,11.20642452,2.516067637,
TRUE,1630002300,26-08-2021,USD,74.18067514,0.001333627,3.77750295,12.2012335,1.705334069,10.86343422,0.940909727,0.043103404,1.000452992,74.21661418,11.20183333,2.515941927,
TRUE,1630002660,26-08-2021,USD,74.21107584,0.001333613,3.777706465,12.2029412,1.705538595,10.86321709,0.941295381,0.043125377,1.000472992,74.22699921,11.20048957,2.515816218,
TRUE,1630002960,26-08-2021,USD,74.20287452,0.001334267,3.779693179,12.20928406,1.706049908,10.8615886,0.940900321,0.043114175,1.000822986,74.2151306,11.20440887,2.515087106,
TRUE,1630003260,26-08-2021,USD,74.21977341,0.00133444,3.776052849,12.20330713,1.705299981,10.86310852,0.941285975,0.043109005,1.000872985,74.21809775,11.20362501,2.515313382,
TRUE,1630003560,26-08-2021,USD,74.16739113,0.0013338,3.778211842,12.20782033,1.704839799,10.86213143,0.94124835,0.04309651,1.000242996,74.19361876,11.19948174,2.516319055,
TRUE,1630003800,26-08-2021,USD,74.21336617,0.001333947,3.776974274,12.20965,1.705572682,10.8660398,,0.043108574,1.000322994,74.19139339,11.20776828,2.516570473,
TRUE,1630004160,26-08-2021,USD,74.18187292,0.001334493,3.774113208,12.20220933,1.704788668,10.86527984,0.940721604,0.043124084,1.000202996,74.20400379,11.20463284,2.514911113,
TRUE,1630004460,26-08-2021,USD,74.18706036,0.001334227,3.776566372,12.20379505,1.704856843,10.85887445,0.941530535,0.043102973,1.000162997,74.20993809,11.20463284,2.515916786,
TRUE,1630004700,26-08-2021,USD,74.20930624,0.001334613,3.778386031,12.20342911,1.705334069,10.86375992,0.940778041,0.043093925,1.000792986,74.22477385,11.20564066,2.515313382,
TRUE,1630004700,26-08-2021,USD,74.20930624,0.001334613,3.778386031,12.20342911,1.705334069,10.86375992,0.940778041,0.043093925,1.000792986,74.22477385,11.20564066,2.515313382,
TRUE,1630005360,26-08-2021,USD,74.26576398,0.001334227,3.777109827,12.20965,1.704771624,10.85768022,0.941060226,0.043103404,1.000532991,74.21587239,11.20384897,2.51445856,
TRUE,1630005660,26-08-2021,USD,74.18092325,0.001333507,3.773268891,12.20001372,1.705078412,10.86506271,0.941267162,0.043112452,1.000292995,74.24480212,11.20071353,2.51501168,
TRUE,1630005960,26-08-2021,USD,74.18388918,0.001333707,3.776792453,12.20635659,1.705845383,10.86223999,0.940787447,0.043110728,1.000322994,74.24480212,11.2082162,2.516268771,
TRUE,1630006320,26-08-2021,USD,74.18958307,0.00133464,3.775071917,12.20159944,1.705828339,10.86050294,0.941295381,0.043104265,1.000682988,74.24776927,11.20452086,2.515791076,
TRUE,1630006560,26-08-2021,USD,74.16342105,0.001333787,3.775238095,12.20599065,1.705129544,10.86365135,0.940712198,0.04312667,1.000312994,74.24702748,11.20340105,2.516520189,
TRUE,1630006860,26-08-2021,USD,74.16267957,0.001334587,3.774053289,12.20904011,1.705913558,10.86527984,0.941314193,0.043114175,1.000442992,74.23293351,11.20093749,2.515866502,
TRUE,1630007220,26-08-2021,USD,74.19512159,0.00133388,3.777827061,12.20037966,1.705095456,10.86419418,0.940975571,0.043113744,1.000162997,74.21364703,11.2070964,2.514911113,
TRUE,1630007520,26-08-2021,USD,74.21816368,0.001333467,3.776279179,12.20904011,1.705538595,10.86310852,0.940975571,0.043118483,1.000152997,74.20845451,11.20440887,2.51584136,
TRUE,1630007760,26-08-2021,USD,74.18813104,0.001333693,3.778250915,12.20233131,1.705760164,10.85963441,0.941229538,0.043089617,1.000412993,74.22551563,11.20351303,2.516218487,
TRUE,1630008060,26-08-2021,USD,74.17626747,0.00133408,3.777616238,12.19915988,1.704737536,10.85996011,0.941107257,0.043093063,1.000782986,74.2336753,11.20552868,2.516017353,
TRUE,1630008300,26-08-2021,USD,74.17423121,0.00133364,3.780396601,12.20830824,1.704771624,10.85833162,0.941201319,0.043097803,1.000132997,74.20177842,11.20362501,2.515087106,
TRUE,1630008660,26-08-2021,USD,74.18561238,0.001334067,3.780519603,12.20306318,1.704856843,10.8606115,0.941116663,0.043113744,1.000892985,74.24183497,11.20754432,2.515464233,
TRUE,1630009020,26-08-2021,USD,74.18412926,0.00133408,3.778531287,12.20733241,1.704959106,10.86441131,0.940834478,0.043095648,1.000942984,74.22180669,11.20093749,2.515489375,
TRUE,1630009320,26-08-2021,USD,74.19970201,0.0013344,3.779383925,12.20989396,1.705930602,10.86213143,0.941314193,0.043093063,1.000682988,74.22922457,11.20687244,2.515313382,
TRUE,1630009620,26-08-2021,USD,74.18079285,0.001333747,3.777555451,12.20452692,1.705879471,10.86658263,0.941276568,0.043092632,1.000712988,74.21661418,11.20284115,2.516495047,
TRUE,1630009860,26-08-2021,USD,74.17907807,0.001333893,3.778326449,12.20928406,1.704550054,10.86213143,0.940796853,0.043107281,1.000262995,74.2151306,11.2087761,2.514810546,
TRUE,1630009980,26-08-2021,USD,74.15016413,0.001334427,3.779301228,12.20342911,1.7051125,10.86365135,0.941314193,0.043118483,1.000692988,74.23144994,11.20037759,2.515439091,
TRUE,1630010460,26-08-2021,USD,74.17942803,0.001333733,3.77739705,12.20513681,1.705777208,10.86625693,0.941154288,0.043109436,1.000402993,74.22329027,11.20127343,2.516344197,
TRUE,1630010820,26-08-2021,USD,74.1600067,0.001334133,3.775335614,12.20306318,1.705947646,10.86506271,0.941163694,0.0431271,1.00054299,74.21809775,11.20743234,2.516344197,
TRUE,1630011120,26-08-2021,USD,74.19626918,0.00133452,3.778682409,12.1990379,1.705845383,10.86527984,0.941041414,0.04310168,1.000802986,74.19287697,11.20418491,2.515992211,
TRUE,1630011420,26-08-2021,USD,74.20368376,0.001334,3.779096165,12.20245329,1.705657901,10.86137147,0.941229538,0.043117622,1.000782986,74.22477385,11.20071353,2.515615084,
TRUE,1630011720,26-08-2021,USD,74.15615963,0.00133388,3.776536102,12.20965,1.704584142,10.86213143,0.940937946,0.04310685,1.000412993,74.21067988,11.20440887,2.514860829,
TRUE,1630011900,26-08-2021,USD,74.17246762,0.00133428,3.77714016,12.20050164,1.705709033,10.85887445,0.940956758,0.043093925,1.000292995,74.23441709,11.20888809,2.514533985,
TRUE,1630012260,26-08-2021,USD,74.20209611,0.001333973,3.778763568,12.20257526,1.7051125,10.86375992,0.940909727,0.043098664,1.000862985,74.19065161,11.19936976,2.515087106,
TRUE,1630012620,26-08-2021,USD,74.22401832,0.001334653,3.777895234,12.20428296,1.705691989,10.8663655,0.941408255,0.043100388,1.000112998,74.19658591,11.20149739,2.514810546,
TRUE,1630012860,26-08-2021,USD,74.21984693,0.001334213,3.778461538,12.19928185,1.705640857,10.85963441,0.94137063,0.04310168,1.000302995,74.23515888,11.19959372,2.514810546,
TRUE,1630013220,26-08-2021,USD,74.21458307,0.00133404,3.777932987,12.2029412,1.705726076,10.86723403,0.941220131,0.04310168,1.000602989,74.22922457,11.20720838,2.516595615,
TRUE,1630013520,26-08-2021,USD,74.1997535,0.00133368,3.77744219,12.20416098,1.704839799,10.86039437,0.940919134,0.043119776,1.000172997,74.22625742,11.20720838,2.5155648,
TRUE,1630013820,26-08-2021,USD,74.20052582,0.001334453,3.775743275,12.2079423,1.704993193,10.85833162,0.940890915,0.043103835,1.000802986,74.20697094,11.20776828,2.515388807,
TRUE,1630014060,26-08-2021,USD,74.16363841,0.00133364,3.778574799,12.2057467,1.704839799,10.85963441,0.941492911,0.043096079,1.000212996,74.24776927,11.20586462,2.51584136,
TRUE,1630014420,26-08-2021,USD,74.19478123,0.00133404,3.77714016,12.20538076,1.705351113,10.86104577,0.941135476,0.043120207,1.000102998,74.20177842,11.19936976,2.514508844,
TRUE,1630014720,26-08-2021,USD,74.16966374,0.001334307,3.77714016,12.20867417,1.705436332,10.85898301,0.940806259,0.043103404,1.000882985,74.20845451,11.20104947,2.515112247,
TRUE,1630015020,26-08-2021,USD,74.18688377,0.00133436,3.778084002,12.1990379,1.704976149,10.86647406,0.940947352,0.043091771,1.000152997,74.20103663,11.20440887,2.515388807,
TRUE,1630015320,26-08-2021,USD,74.16667333,0.001333893,3.777895234,12.20208735,1.705180675,10.85876588,0.941144882,0.04311159,1.000082998,74.22477385,11.20317709,2.516218487,
TRUE,1630015620,26-08-2021,USD,74.21413288,0.001333587,3.777970741,12.20330713,1.705504507,10.86625693,0.941333006,0.043115467,1.000292995,74.24035139,11.20295313,2.515589942,
TRUE,1630015980,26-08-2021,USD,74.16306657,0.001334293,3.778657544,12.19964779,1.70596469,10.86028581,0.941323599,0.043099957,1.000952984,74.20845451,11.20060155,2.516344197,
TRUE,1630016220,26-08-2021,USD,74.18447066,0.001333613,3.770903522,12.20830824,1.704737536,10.8666912,0.941323599,0.043095648,1.000972983,74.18768445,11.20564066,2.516067637,
TRUE,1630016520,26-08-2021,USD,74.168898,0.001334053,3.774310629,12.20757637,1.706049908,10.86234856,0.941135476,0.043118053,1.000532991,74.24480212,11.20026561,2.514508844,
TRUE,1630016820,26-08-2021,USD,74.17058115,0.001334147,3.774423757,12.20391702,1.704925018,10.86213143,0.940759228,0.043098234,1.000122998,74.19510233,11.20586462,2.51639448,
TRUE,1630017120,26-08-2021,USD,74.22090697,0.00133364,3.774279651,12.204039,1.706066952,10.8619143,0.940787447,0.043127531,1.000502991,74.19361876,11.20239323,2.515212815,
TRUE,1630017420,26-08-2021,USD,74.18531226,0.00133396,3.772891666,12.20635659,1.704976149,10.86310852,0.940994383,0.043124084,1.000412993,74.23293351,11.20183333,2.514936255,
TRUE,1630017720,26-08-2021,USD,74.22683942,0.0013342,3.77367602,12.2012335,1.70596469,10.85844018,0.941511723,0.043109436,1.000392993,74.21142166,11.20082551,2.514961396,
TRUE,1630018080,26-08-2021,USD,74.18689542,0.001334613,3.774053289,12.20708846,1.705368157,10.86115433,0.941088445,0.043109436,1.000172997,74.22699921,11.20250521,2.51639448,
TRUE,1630018320,26-08-2021,USD,74.1870955,0.001334613,3.773826928,12.20342911,1.705061368,10.85963441,0.94092854,0.043096941,1.000202996,74.21290524,11.20776828,2.516570473,
TRUE,1630018620,26-08-2021,USD,74.22936439,0.00133348,3.775705695,12.20599065,1.705555638,10.85768022,0.941097851,0.043118053,1.00055299,74.18916803,11.2048568,2.516444764,
TRUE,1630018920,26-08-2021,USD,74.17903838,0.00133404,3.775162659,12.20647857,1.7053852,10.86593124,0.941267162,0.043112882,1.000382993,74.21809775,11.2048568,2.514559127,
TRUE,1630019220,26-08-2021,USD,74.18497086,0.001334253,3.775667964,12.1990379,1.704942062,10.86050294,0.940815666,0.043092632,1.000372993,74.19881127,11.20452086,2.516520189,
TRUE,1630019520,26-08-2021,USD,74.21972412,0.001334613,3.775600094,12.20904011,1.704584142,10.86289139,0.94144588,0.043090478,1.000922984,74.23293351,11.20407293,2.515891644,
TRUE,1630019820,26-08-2021,USD,74.22788127,0.00133392,3.777207547,12.19989174,1.705726076,10.85952584,0.941304787,0.043109005,1.000442992,74.21290524,11.20015362,2.515363666,
TRUE,1630020120,26-08-2021,USD,74.17013965,0.001333653,3.770962649,12.2018434,1.7051125,10.85887445,0.94092854,0.043115467,1.000532991,74.19436054,11.20004164,2.515313382,
TRUE,1630020480,26-08-2021,USD,74.18126306,0.001333973,3.772351902,12.2085522,1.705095456,10.85941728,0.941351818,0.0431271,1.000802986,74.19658591,11.20844016,2.515087106,
TRUE,1630020720,26-08-2021,USD,74.22501513,0.001334453,3.774717737,12.20281922,1.706049908,10.85920015,0.941285975,0.043124946,1.000302995,74.20252021,11.20116145,2.516570473,
TRUE,1630021080,26-08-2021,USD,74.21473336,0.0013344,3.771859533,12.20611263,1.704907974,10.85811449,0.941079039,0.04309134,1.000632989,74.19361876,11.19936976,2.514986538,
TRUE,1630021380,26-08-2021,USD,74.1947112,0.00133428,3.775464404,12.20318516,1.704907974,10.86332565,0.940806259,0.043110728,1.000882985,74.19881127,11.1991458,2.515137389,
TRUE,1630021680,26-08-2021,USD,74.18739563,0.00133364,3.775735849,12.20989396,1.705709033,10.86213143,0.941116663,0.043105558,1.000752987,74.19658591,11.20429689,2.51667104,
TRUE,1630021920,26-08-2021,USD,74.21854125,0.001333573,3.777124661,12.19964779,1.704703449,10.86560554,0.94124835,0.043112021,1.000382993,74.2455439,11.20844016,2.515263098,
TRUE,1630022280,26-08-2021,USD,74.21048414,0.001334413,3.775773585,12.20977198,1.704669361,10.85768022,0.941408255,0.043093925,1.000732987,74.19510233,11.1991458,2.514508844,
TRUE,1630022580,27-08-2021,USD,74.17478906,0.0013346,3.778016997,12.2018434,1.705061368,10.85963441,0.941539942,0.043090478,1.000892985,74.19510233,11.20284115,2.515740793,
TRUE,1630022640,27-08-2021,USD,74.22447375,0.001334067,3.777887906,12.20220933,1.705436332,10.85887445,0.941295381,0.04311159,1.000732987,74.20103663,11.19959372,2.515539658,
TRUE,1630023180,27-08-2021,USD,74.21874142,0.0013338,3.781107307,12.20159944,1.705163631,10.86582267,0.941182507,0.043089617,1.000722987,74.22699921,11.20071353,2.516218487,
TRUE,1630032480,27-08-2021,USD,74.20421422,0.001334373,3.765372222,12.20386215,1.716580249,10.86115433,0.941483504,,1.002692521,74.422445,11.2338652,2.52219674,
TRUE,1630032840,27-08-2021,USD,74.17690107,0.001334107,3.767503825,12.20544755,1.717259696,10.85811449,0.940749822,0.043096079,1.00331406,74.41203367,11.23611041,2.522826867,
TRUE,1630033140,27-08-2021,USD,74.17000407,0.001333547,3.771380122,12.20508169,1.717871185,10.86343422,0.941041414,0.043096079,1.002913067,74.41872667,11.22858898,2.522877278,
TRUE,1630033260,27-08-2021,USD,74.18557525,0.001333827,3.771832313,12.19691074,1.718234406,10.86137147,0.941483504,0.043092202,1.003163688,74.380056,11.23296712,2.522347971,
TRUE,1630033260,27-08-2021,USD,74.18557525,0.001333827,3.771832313,12.19691074,1.718234406,10.86137147,0.941483504,0.043092202,1.003163688,74.380056,11.23296712,2.522347971,
TRUE,1630033980,27-08-2021,USD,74.20930477,0.001334333,3.771347785,12.20191087,1.7180429,10.85996011,0.941107257,0.043103404,1.003354159,74.41203367,11.22780316,2.521667434,
TRUE,1630034280,27-08-2021,USD,74.17889988,0.001334,3.773721561,12.20215478,1.716408718,10.85985154,0.941417661,0.04311159,1.002882993,74.386749,11.23611041,2.521843869,
TRUE,1630034640,27-08-2021,USD,74.17270136,0.001334067,3.772333805,12.20056937,1.715739747,10.86441131,0.941135476,0.043112021,1.002642397,74.37708133,11.23195678,2.52219674,
TRUE,1630034940,27-08-2021,USD,74.2082918,0.001333613,3.775682944,12.20015702,1.716113009,10.86538841,0.940984977,0.043099095,1.002702546,74.424676,11.23352842,2.522726047,
TRUE,1630035240,27-08-2021,USD,74.16034421,0.001334173,3.776271826,12.20276456,1.71462382,10.85887445,0.940843884,0.043112452,1.003344135,74.40310967,11.23420199,2.521617024,
TRUE,1630035540,27-08-2021,USD,74.22728336,0.001334307,3.777434808,12.1970327,1.716154596,10.86365135,0.941492911,0.043123654,1.002612323,74.375594,11.23060966,2.521415383,
TRUE,1630035780,27-08-2021,USD,74.23544183,0.001333533,3.780321058,12.20361824,1.715010045,10.85941728,0.941436474,0.043124515,1.003103539,74.39418567,11.23712075,2.522373176,19602.548
TRUE,1630036080,27-08-2021,USD,74.19482265,0.001334413,3.776823224,12.20215478,1.71485575,10.8663655,0.94124835,0.043093494,1.00333411,74.41129,11.23150774,2.521112922,19605.488
TRUE,1630036440,27-08-2021,USD,74.21410463,0.00133424,3.77576601,12.18004664,1.716734627,10.86658263,0.941464692,0.043114175,1.002953167,74.43657467,11.22757864,2.522852072,19605.292
TRUE,1630036740,27-08-2021,USD,74.17848589,0.001334067,3.775743275,12.18016839,1.715794477,10.8615886,0.941220131,0.043124515,1.003283986,74.41872667,11.23117096,2.522171535,19614.504
TRUE,1630036980,27-08-2021,USD,74.17848589,0.001334373,3.780169972,12.17943792,1.716288646,10.85822305,0.940843884,0.043100388,1.003304035,74.41872667,11.23027288,2.521062512,19604.312
TRUE,1630036980,27-08-2021,USD,74.17848589,0.001334373,3.780169972,12.17943792,1.716288646,10.85822305,0.940843884,0.043100388,1.003304035,74.41872667,11.23027288,2.521062512,19604.312
